Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Audience,Mois,Nom Ad Set,Nom Campagne,Statut,Date de lancement,Personnes touchées,Impressions,Fréquence,Clics,Conversions (achats),Budget dépensé (€),Revenu estimé (€),ROAS,CPM (€),Coût par clic (€),Taux de clic (%),Coût par conversion (€),Taux de conversion (%),Hook rate (%),Panier moyen (€),Lien aperçu,ID Ad Set,ID Annonce
AG1_Noah_Vitality_UGC_Lifestyle_V3,AG1 Powder,Noah_Vitality,UGC,Lifestyle,Une journée avec moi,Large,Juillet 2025,AG1 Powder - Noah Vitality - Juillet 2025,AG1 - Test créa - AG1 Powder,En pause,02/07/2025,72309,174361,2.41,1666,130,1722.51,12857.0,7.46,9.88,1.03,0.96,13.25,10.14,26.7,98.9,https://facebook.com/ads/preview/AD-86350,AD-58393,AD-86350
AG1_Noah_Vitality_Motion-Vidéo_Busy-Pro_V1,AG1 Powder,Noah_Vitality,Motion/Vidéo,Busy Pro,Avant/Après,Large,Novembre 2025,AG1 Powder - Noah Vitality - Novembre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,20/11/2025,134010,597931,4.46,4252,655,11124.66,62395.3,5.61,18.61,2.62,0.71,16.98,5.2,11.9,95.26,https://facebook.com/ads/preview/AD-54429,AD-44379,AD-54429
AG1_Noah_Vitality_Motion-Vidéo_Busy-Pro_V2,AG1 Powder,Noah_Vitality,Motion/Vidéo,Busy Pro,Challenge,Large,Novembre 2025,AG1 Powder - Noah Vitality - Novembre 2025,AG1 - Test créa - AG1 Powder,En ligne,23/11/2025,131923,525005,3.98,1829,682,11912.09,60009.18,5.04,22.69,6.51,0.35,17.47,37.56,8.4,87.99,https://facebook.com/ads/preview/AD-98270,AD-94631,AD-98270
AG1_Noah_Vitality_Motion-Vidéo_Promo_V2,AG1 Powder,Noah_Vitality,Motion/Vidéo,Promo,Test goût,Large,Novembre 2025,AG1 Powder - Noah Vitality - Novembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,28/11/2025,455106,1830993,4.02,11744,80,7113.26,7308.0,1.03,3.88,0.61,0.64,88.92,6.96,16.7,91.35,https://facebook.com/ads/preview/AD-27932,AD-24570,AD-27932
AG1_Noah_Vitality_Podcast_Lifestyle_V4,AG1 Powder,Noah_Vitality,Podcast,Lifestyle,Une journée avec moi,Large,Novembre 2025,AG1 Powder - Noah Vitality - Novembre 2025,AG1 - Scale - AG1 Powder,En pause,01/11/2025,98814,281082,2.84,1732,85,3055.58,9880.4,3.23,10.87,1.76,0.62,35.95,7.97,12.1,116.24,https://facebook.com/ads/preview/AD-12128,AD-27864,AD-12128
AG1_Noah_Vitality_Image statique_Sport_V5,AG1 Powder,Noah_Vitality,Image statique,Sport,Morning Ritual,Large,Octobre 2025,AG1 Powder - Noah Vitality - Octobre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,18/10/2025,598982,2221437,3.71,9671,528,8246.11,49674.24,6.02,3.71,0.85,0.44,15.62,18.74,—,94.08,https://facebook.com/ads/preview/AD-84003,AD-84379,AD-84003
AG1_Noah_Vitality_Image statique_Énergie_V2,AG1 Powder,Noah_Vitality,Image statique,Énergie,Témoignage,Large,Octobre 2025,AG1 Powder - Noah Vitality - Octobre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,19/10/2025,580816,722143,1.24,3560,436,10915.11,41149.68,3.77,15.11,3.07,0.49,25.03,8.46,—,94.38,https://facebook.com/ads/preview/AD-24179,AD-13995,AD-24179
AG1_Noah_Vitality_Motion-Vidéo_Digestion_V4,AG1 Powder,Noah_Vitality,Motion/Vidéo,Digestion,Explication science,Large,Octobre 2025,AG1 Powder - Noah Vitality - Octobre 2025,AG1 - Scale - AG1 Powder,En ligne,24/10/2025,120022,249590,2.08,1806,25,829.59,2608.0,3.14,3.32,0.46,0.72,33.18,5.65,29.2,104.32,https://facebook.com/ads/preview/AD-47780,AD-33061,AD-47780
AG1_Noah_Vitality_Motion-Vidéo_Promo_V2,AG1 Powder,Noah_Vitality,Motion/Vidéo,Promo,Test goût,Large,Octobre 2025,AG1 Powder - Noah Vitality - Octobre 2025,AG1 - Scale - AG1 Powder,Arrêtée,20/10/2025,20724,53311,2.57,490,102,4207.4,12056.4,2.87,78.92,8.59,0.92,41.25,8.57,30.1,118.2,https://facebook.com/ads/preview/AD-92121,AD-11367,AD-92121
AG1_Noah_Vitality_Podcast_Lifestyle_V3,AG1 Powder,Noah_Vitality,Podcast,Lifestyle,Challenge,Large,Octobre 2025,AG1 Powder - Noah Vitality - Octobre 2025,AG1 - Scale - AG1 Powder,En pause,23/10/2025,80432,126766,1.58,876,216,4602.9,24926.4,5.42,36.31,5.25,0.69,21.31,13.01,11.2,115.4,https://facebook.com/ads/preview/AD-53554,AD-66112,AD-53554
AG1_Noah_Vitality_UGC_Routine-matinale_V1,AG1 Powder,Noah_Vitality,UGC,Routine matinale,Test goût,Large,Octobre 2025,AG1 Powder - Noah Vitality - Octobre 2025,AG1 - Test créa - AG1 Powder,En pause,06/10/2025,43769,61832,1.41,285,242,5859.15,27343.58,4.67,94.76,20.56,0.46,24.21,30.88,34.6,112.99,https://facebook.com/ads/preview/AD-72937,AD-74445,AD-72937
AG1_Noah_Vitality_Témoignage_Énergie_V2,AG1 Powder,Noah_Vitality,Témoignage,Énergie,Test goût,Large,Septembre 2025,AG1 Powder - Noah Vitality - Septembre 2025,AG1 - Test créa - AG1 Powder,Archivée,04/09/2025,63941,119374,1.87,498,196,8965.13,18502.4,2.06,75.1,18.0,0.42,45.74,19.88,—,94.4,https://facebook.com/ads/preview/AD-60206,AD-89599,AD-60206
AG1_Noah_Vitality_UGC_Busy-Pro_V4,AG1 Powder,Noah_Vitality,UGC,Busy Pro,Challenge,Large,Septembre 2025,AG1 Powder - Noah Vitality - Septembre 2025,AG1 - Prospection - AG1 Powder,En ligne,24/09/2025,775283,1682881,2.17,8045,489,11796.63,45980.67,3.9,7.01,1.47,0.48,24.12,11.44,15.8,94.03,https://facebook.com/ads/preview/AD-22352,AD-10407,AD-22352
AG1_Noah_Vitality_UGC_Immunité_V2,AG1 Powder,Noah_Vitality,UGC,Immunité,Avant/Après,Large,Septembre 2025,AG1 Powder - Noah Vitality - Septembre 2025,AG1 - Scale - AG1 Powder,En ligne,26/09/2025,288641,608989,2.11,1696,52,7185.37,6211.4,0.86,11.8,4.24,0.28,138.18,43.57,31.8,119.45,https://facebook.com/ads/preview/AD-19575,AD-93087,AD-19575
AG1_Image statique_Immunité_V3,AG1 Powder,—,Image statique,Immunité,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,Archivée,20/11/2025,38293,95374,2.49,246,103,3898.1,9736.59,2.5,40.87,15.85,0.26,37.85,25.61,—,94.53,https://facebook.com/ads/preview/AD-61841,AD-25900,AD-61841
AG1_Image statique_Lifestyle_V1,AG1 Powder,—,Image statique,Lifestyle,Une journée avec moi,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,Archivée,04/11/2025,34917,52191,1.49,357,20,1955.16,1782.4,0.91,37.46,5.48,0.68,97.76,5.6,—,89.12,https://facebook.com/ads/preview/AD-75951,AD-70377,AD-75951
AG1_Image statique_Routine-matinale_V1,AG1 Powder,—,Image statique,Routine matinale,Une journée avec moi,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Test créa - AG1 Powder,En ligne,07/11/2025,565551,1818697,3.22,8864,351,12999.99,36644.4,2.82,7.15,1.47,0.49,37.04,24.44,—,104.4,https://facebook.com/ads/preview/AD-10259,AD-38548,AD-10259
AG1_Image statique_Sport_V4,AG1 Powder,—,Image statique,Sport,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,Arrêtée,28/11/2025,308033,781964,2.54,6585,622,7660.43,57360.84,7.49,9.8,1.16,0.84,12.32,4.63,—,92.22,https://facebook.com/ads/preview/AD-24751,AD-49618,AD-24751
AG1_Motion-Vidéo_Busy-Pro_V2,AG1 Powder,—,Motion/Vidéo,Busy Pro,Morning Ritual,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En ligne,23/11/2025,239716,645349,2.69,1963,38,11256.21,4427.0,0.39,17.44,5.73,0.3,296.22,43.76,27.7,116.5,https://facebook.com/ads/preview/AD-32995,AD-33077,AD-32995
AG1_Motion-Vidéo_Immunité_V4,AG1 Powder,—,Motion/Vidéo,Immunité,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,En ligne,24/11/2025,773369,2119769,2.74,17160,790,12348.4,83755.8,6.78,5.83,0.72,0.81,15.63,5.17,23.0,106.02,https://facebook.com/ads/preview/AD-92620,AD-23757,AD-92620
AG1_Motion-Vidéo_Lifestyle_V5,AG1 Powder,—,Motion/Vidéo,Lifestyle,Témoignage,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En ligne,02/11/2025,167559,491985,2.94,1147,687,14539.18,80379.0,5.53,29.55,12.68,0.23,21.16,55.27,24.8,117.0,https://facebook.com/ads/preview/AD-70747,AD-27438,AD-70747
AG1_Motion-Vidéo_Promo_V1,AG1 Powder,—,Motion/Vidéo,Promo,Explication science,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,05/11/2025,341145,1262095,3.7,6925,185,6063.24,19084.6,3.15,4.8,0.88,0.55,32.77,20.79,20.5,103.16,https://facebook.com/ads/preview/AD-63556,AD-94640,AD-63556
AG1_Motion-Vidéo_Science_V3,AG1 Powder,—,Motion/Vidéo,Science,Explication science,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,En pause,14/11/2025,24443,36524,1.49,87,40,10638.08,4433.2,0.42,291.26,122.28,0.24,265.95,13.79,24.5,110.83,https://facebook.com/ads/preview/AD-41420,AD-10549,AD-41420
AG1_Motion-Vidéo_Voyage_V5,AG1 Powder,—,Motion/Vidéo,Voyage,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,19/11/2025,469318,827547,1.76,6786,43,5595.48,4024.37,0.72,6.76,0.82,0.82,130.13,16.98,21.2,93.59,https://facebook.com/ads/preview/AD-78144,AD-55682,AD-78144
AG1_Motion-Vidéo_Énergie_V3,AG1 Powder,—,Motion/Vidéo,Énergie,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,Arrêtée,26/11/2025,564558,2084024,3.69,7692,141,4788.98,13740.45,2.87,2.3,0.62,0.37,33.96,15.6,8.6,97.45,https://facebook.com/ads/preview/AD-64839,AD-15885,AD-64839
AG1_Podcast_Busy-Pro_V2,AG1 Powder,—,Podcast,Busy Pro,Comparatif,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Test créa - AG1 Powder,En ligne,09/11/2025,97899,185650,1.9,406,298,5311.99,31236.36,5.88,28.61,13.08,0.22,17.83,45.81,17.4,104.82,https://facebook.com/ads/preview/AD-83798,AD-47065,AD-83798
AG1_Podcast_Immunité_V4,AG1 Powder,—,Podcast,Immunité,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,En ligne,09/11/2025,166632,504972,3.03,4112,265,7840.33,31214.35,3.98,15.53,1.91,0.81,29.59,3.72,23.3,117.79,https://facebook.com/ads/preview/AD-63240,AD-25612,AD-63240
AG1_Podcast_Immunité_V5,AG1 Powder,—,Podcast,Immunité,Témoignage,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,Archivée,02/11/2025,14357,30778,2.14,201,610,9314.68,52514.9,5.64,302.64,46.34,0.65,15.27,13.43,10.3,86.09,https://facebook.com/ads/preview/AD-84878,AD-62909,AD-84878
AG1_Podcast_Science_V1,AG1 Powder,—,Podcast,Science,Challenge,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,En pause,19/11/2025,58036,61487,1.06,153,52,2842.94,4513.6,1.59,46.24,18.58,0.25,54.67,30.72,9.9,86.8,https://facebook.com/ads/preview/AD-11943,AD-98626,AD-11943
AG1_Podcast_Sport_V1,AG1 Powder,—,Podcast,Sport,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,En pause,27/11/2025,59260,119478,2.02,719,194,4970.0,18759.8,3.77,41.6,6.91,0.6,25.62,15.02,16.9,96.7,https://facebook.com/ads/preview/AD-60752,AD-16119,AD-60752
AG1_Podcast_Voyage_V1,AG1 Powder,—,Podcast,Voyage,Comparatif,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,25/11/2025,61332,185164,3.02,946,467,7696.19,40923.21,5.32,41.56,8.14,0.51,16.48,16.6,21.4,87.63,https://facebook.com/ads/preview/AD-30761,AD-76278,AD-30761
AG1_Podcast_Énergie_V4,AG1 Powder,—,Podcast,Énergie,Explication science,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,Archivée,17/11/2025,68601,189665,2.76,1221,591,9949.18,64472.19,6.48,52.46,8.15,0.64,16.83,10.57,18.0,109.09,https://facebook.com/ads/preview/AD-85147,AD-28549,AD-85147
AG1_Témoignage_Promo_V5,AG1 Powder,—,Témoignage,Promo,Comparatif,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,Archivée,03/11/2025,35501,63406,1.79,381,215,8939.98,24439.05,2.73,141.0,23.46,0.6,41.58,23.36,—,113.67,https://facebook.com/ads/preview/AD-37344,AD-66479,AD-37344
AG1_Témoignage_Routine-matinale_V5,AG1 Powder,—,Témoignage,Routine matinale,Avant/Après,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,En ligne,14/11/2025,743771,1282643,1.72,8430,1057,14114.97,99918.21,7.08,11.0,1.67,0.66,13.35,10.18,—,94.53,https://facebook.com/ads/preview/AD-62891,AD-91304,AD-62891
AG1_UGC_Digestion_V1,AG1 Powder,—,UGC,Digestion,Témoignage,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,En ligne,03/11/2025,234319,468933,2.0,4652,298,8538.58,26286.58,3.08,18.21,1.84,0.99,28.65,13.95,24.9,88.21,https://facebook.com/ads/preview/AD-13848,AD-26396,AD-13848
AG1_UGC_Immunité_V1,AG1 Powder,—,UGC,Immunité,Avant/Après,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,En pause,19/11/2025,40575,48591,1.2,388,159,2209.42,18803.34,8.51,45.47,5.69,0.8,13.9,13.14,22.7,118.26,https://facebook.com/ads/preview/AD-72215,AD-83140,AD-72215
AG1_UGC_Lifestyle_V1,AG1 Powder,—,UGC,Lifestyle,Comparatif,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,19/11/2025,247232,1103822,4.46,8238,294,11953.41,30567.18,2.56,10.83,1.45,0.75,40.66,8.57,8.9,103.97,https://facebook.com/ads/preview/AD-82664,AD-76098,AD-82664
AG1_UGC_Lifestyle_V3,AG1 Powder,—,UGC,Lifestyle,Explication science,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En ligne,27/11/2025,148657,323665,2.18,2154,135,2136.63,15286.05,7.15,6.6,0.99,0.67,15.83,17.46,10.8,113.23,https://facebook.com/ads/preview/AD-77819,AD-16470,AD-77819
AG1_UGC_Promo_V4,AG1 Powder,—,UGC,Promo,Explication science,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En ligne,11/11/2025,132169,480211,3.63,3345,848,13746.67,97282.56,7.08,28.63,4.11,0.7,16.21,14.86,23.1,114.72,https://facebook.com/ads/preview/AD-61573,AD-90179,AD-61573
AG1_UGC_Routine-matinale_V3,AG1 Powder,—,UGC,Routine matinale,Avant/Après,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En ligne,26/11/2025,740198,2402673,3.25,16663,36,2244.57,3338.64,1.49,0.93,0.13,0.69,62.35,20.42,28.2,92.74,https://facebook.com/ads/preview/AD-95467,AD-49971,AD-95467
AG1_UGC_Routine-matinale_V3,AG1 Powder,—,UGC,Routine matinale,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En ligne,03/11/2025,339712,1345864,3.96,12630,513,3767.24,44312.94,11.76,2.8,0.3,0.94,7.34,15.91,27.2,86.38,https://facebook.com/ads/preview/AD-13163,AD-80730,AD-13163
AG1_UGC_Routine-matinale_V5,AG1 Powder,—,UGC,Routine matinale,Test goût,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,25/11/2025,356652,441804,1.24,920,1028,12076.37,93876.96,7.77,27.33,13.13,0.21,11.75,41.09,18.1,91.32,https://facebook.com/ads/preview/AD-99699,AD-76517,AD-99699
AG1_UGC_Routine-matinale_V5,AG1 Powder,—,UGC,Routine matinale,Morning Ritual,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Acquisition - AG1 Powder,Archivée,05/11/2025,45758,63420,1.39,618,722,13106.55,62229.18,4.75,206.66,21.21,0.97,18.15,13.11,13.0,86.19,https://facebook.com/ads/preview/AD-44669,AD-55702,AD-44669
AG1_UGC_Science_V2,AG1 Powder,—,UGC,Science,Témoignage,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Scale - AG1 Powder,En pause,08/11/2025,47798,98619,2.06,356,198,3948.09,23235.3,5.89,40.03,11.09,0.36,19.94,15.73,30.0,117.35,https://facebook.com/ads/preview/AD-20313,AD-20164,AD-20313
AG1_UGC_Énergie_V2,AG1 Powder,—,UGC,Énergie,Avant/Après,Large,Novembre 2025,AG1 Powder - Novembre 2025,AG1 - Test créa - AG1 Powder,En pause,06/11/2025,68310,193787,2.84,445,746,6435.5,75793.6,11.78,33.21,14.46,0.23,8.63,64.27,20.8,101.6,https://facebook.com/ads/preview/AD-18954,AD-82983,AD-18954
AG1_Image statique_Immunité_V2,AG1 Powder,—,Image statique,Immunité,Challenge,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Prospection - AG1 Powder,Archivée,08/10/2025,57340,159363,2.78,769,178,2276.26,17118.26,7.52,14.28,2.96,0.48,12.79,17.04,—,96.17,https://facebook.com/ads/preview/AD-72259,AD-28117,AD-72259
AG1_Image statique_Immunité_V3,AG1 Powder,—,Image statique,Immunité,Explication science,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Scale - AG1 Powder,Arrêtée,26/10/2025,138090,388590,2.81,3520,534,11069.87,56534.58,5.11,28.49,3.14,0.91,20.73,11.85,—,105.87,https://facebook.com/ads/preview/AD-47990,AD-61522,AD-47990
AG1_Image statique_Lifestyle_V4,AG1 Powder,—,Image statique,Lifestyle,Une journée avec moi,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,03/10/2025,272433,978998,3.59,9550,119,9324.11,10435.11,1.12,9.52,0.98,0.98,78.35,14.27,—,87.69,https://facebook.com/ads/preview/AD-29111,AD-31271,AD-29111
AG1_Image statique_Promo_V4,AG1 Powder,—,Image statique,Promo,Avant/Après,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Scale - AG1 Powder,Archivée,16/10/2025,89764,177788,1.98,1048,34,628.14,3752.58,5.97,3.53,0.6,0.59,18.47,5.63,—,110.37,https://facebook.com/ads/preview/AD-81268,AD-43050,AD-81268
AG1_Image statique_Routine-matinale_V2,AG1 Powder,—,Image statique,Routine matinale,Morning Ritual,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Prospection - AG1 Powder,En ligne,13/10/2025,279639,949743,3.4,2945,71,14318.59,7375.48,0.52,15.08,4.86,0.31,201.67,46.42,—,103.88,https://facebook.com/ads/preview/AD-97852,AD-93142,AD-97852
AG1_Image statique_Routine-matinale_V2,AG1 Powder,—,Image statique,Routine matinale,Test goût,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,En pause,15/10/2025,30699,75978,2.47,279,166,2978.05,17747.06,5.96,39.2,10.67,0.37,17.94,31.9,—,106.91,https://facebook.com/ads/preview/AD-96725,AD-18031,AD-96725
AG1_Image statique_Routine-matinale_V4,AG1 Powder,—,Image statique,Routine matinale,Témoignage,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,En ligne,01/10/2025,342497,1321574,3.86,7269,650,8845.48,60547.5,6.85,6.69,1.22,0.55,13.61,26.23,—,93.15,https://facebook.com/ads/preview/AD-67135,AD-16039,AD-67135
AG1_Image statique_Science_V1,AG1 Powder,—,Image statique,Science,Morning Ritual,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,03/10/2025,395275,846356,2.14,7582,117,11109.52,10031.58,0.9,13.13,1.47,0.9,94.95,9.6,—,85.74,https://facebook.com/ads/preview/AD-28342,AD-24601,AD-28342
AG1_Image statique_Voyage_V1,AG1 Powder,—,Image statique,Voyage,Morning Ritual,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Acquisition - AG1 Powder,Arrêtée,03/10/2025,11075,35599,3.21,102,743,13294.33,87577.41,6.59,373.45,130.34,0.29,17.89,45.1,—,117.87,https://facebook.com/ads/preview/AD-34370,AD-51285,AD-34370
AG1_Image statique_Voyage_V5,AG1 Powder,—,Image statique,Voyage,Comparatif,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Scale - AG1 Powder,Arrêtée,24/10/2025,204521,638309,3.12,2310,52,644.35,5058.04,7.85,1.01,0.28,0.36,12.39,12.12,—,97.27,https://facebook.com/ads/preview/AD-11467,AD-61211,AD-11467
AG1_Motion-Vidéo_Énergie_V4,AG1 Powder,—,Motion/Vidéo,Énergie,Témoignage,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Scale - AG1 Powder,En ligne,01/10/2025,542075,859652,1.59,7596,711,11668.6,72379.8,6.2,13.57,1.54,0.88,16.41,7.6,13.8,101.8,https://facebook.com/ads/preview/AD-26827,AD-99630,AD-26827
AG1_Podcast_Promo_V3,AG1 Powder,—,Podcast,Promo,Avant/Après,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Prospection - AG1 Powder,En ligne,01/10/2025,339733,1352775,3.98,2830,21,544.94,2508.24,4.6,0.4,0.19,0.21,25.95,33.71,8.7,119.44,https://facebook.com/ads/preview/AD-20962,AD-13977,AD-20962
AG1_Podcast_Promo_V5,AG1 Powder,—,Podcast,Promo,Témoignage,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Prospection - AG1 Powder,Arrêtée,27/10/2025,333233,1084870,3.26,8925,555,8872.34,55361.25,6.24,8.18,0.99,0.82,15.99,9.05,17.4,99.75,https://facebook.com/ads/preview/AD-42256,AD-32607,AD-42256
AG1_Podcast_Routine-matinale_V4,AG1 Powder,—,Podcast,Routine matinale,Explication science,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,16/10/2025,156638,523474,3.34,1115,238,3705.15,21151.06,5.71,7.08,3.32,0.21,15.57,31.03,14.1,88.87,https://facebook.com/ads/preview/AD-71125,AD-62329,AD-71125
AG1_Podcast_Science_V1,AG1 Powder,—,Podcast,Science,Témoignage,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,Arrêtée,01/10/2025,220351,429224,1.95,2024,285,9513.46,27180.45,2.86,22.16,4.7,0.47,33.38,31.42,28.3,95.37,https://facebook.com/ads/preview/AD-17982,AD-89450,AD-17982
AG1_Podcast_Science_V5,AG1 Powder,—,Podcast,Science,Une journée avec moi,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,En pause,24/10/2025,76048,94296,1.24,218,24,2030.11,2055.12,1.01,21.53,9.31,0.23,84.59,47.71,34.9,85.63,https://facebook.com/ads/preview/AD-99662,AD-19463,AD-99662
AG1_Podcast_Voyage_V5,AG1 Powder,—,Podcast,Voyage,Morning Ritual,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Acquisition - AG1 Powder,Archivée,04/10/2025,60519,161383,2.67,894,405,4108.9,39872.25,9.7,25.46,4.6,0.55,10.15,8.5,19.2,98.45,https://facebook.com/ads/preview/AD-52788,AD-39684,AD-52788
AG1_Témoignage_Busy-Pro_V4,AG1 Powder,—,Témoignage,Busy Pro,Explication science,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,Archivée,18/10/2025,96050,178095,1.85,463,612,12815.32,72369.0,5.65,71.96,27.68,0.26,20.94,26.57,—,118.25,https://facebook.com/ads/preview/AD-28857,AD-82175,AD-28857
AG1_UGC_Busy-Pro_V1,AG1 Powder,—,UGC,Busy Pro,Comparatif,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Acquisition - AG1 Powder,Archivée,11/10/2025,49177,101089,2.06,439,223,4224.74,22215.26,5.26,41.79,9.62,0.43,18.95,23.69,24.4,99.62,https://facebook.com/ads/preview/AD-69393,AD-17120,AD-69393
AG1_UGC_Digestion_V4,AG1 Powder,—,UGC,Digestion,Avant/Après,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,En ligne,26/10/2025,252779,544168,2.15,3580,488,6327.02,49463.68,7.82,11.63,1.77,0.66,12.97,21.51,17.2,101.36,https://facebook.com/ads/preview/AD-67400,AD-89494,AD-67400
AG1_UGC_Digestion_V5,AG1 Powder,—,UGC,Digestion,Comparatif,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,Archivée,18/10/2025,92585,249233,2.69,2122,159,7634.56,19030.71,2.49,30.63,3.6,0.85,48.02,14.37,20.0,119.69,https://facebook.com/ads/preview/AD-50850,AD-25765,AD-50850
AG1_UGC_Digestion_V5,AG1 Powder,—,UGC,Digestion,Comparatif,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Scale - AG1 Powder,Arrêtée,28/10/2025,366289,478215,1.31,2839,258,14340.13,27796.92,1.94,29.99,5.05,0.59,55.58,10.74,28.7,107.74,https://facebook.com/ads/preview/AD-70777,AD-26926,AD-70777
AG1_UGC_Immunité_V4,AG1 Powder,—,UGC,Immunité,Explication science,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Test créa - AG1 Powder,Archivée,06/10/2025,91407,190530,2.08,1020,424,11150.73,39461.68,3.54,58.52,10.93,0.54,26.3,13.73,16.9,93.07,https://facebook.com/ads/preview/AD-73068,AD-91665,AD-73068
AG1_UGC_Lifestyle_V4,AG1 Powder,—,UGC,Lifestyle,Challenge,Large,Octobre 2025,AG1 Powder - Octobre 2025,AG1 - Scale - AG1 Powder,En pause,28/10/2025,74605,80322,1.08,738,34,2560.4,3112.02,1.22,31.88,3.47,0.92,75.31,11.92,12.7,91.53,https://facebook.com/ads/preview/AD-45169,AD-59090,AD-45169
